id;client_id;marca;carro;modelo;year;color;plate;chassis;km;fuel_type;notes;is_active;created_at;updated_at;versao;ultimo_km;origem_contato
;1;FORD;FOCUS;VIVACE 2.0 4P AUT. FLEX;14|15;AZUL;EXE-0199;0928420948230924;;1;;;;;;;
;12;FORD;FIESTA HATCH;1.6;11|12;;EVV-9530;9BFZF55P3C8309126;;13;;;;;;;
;13;SUZUKI;SX4;2.0 16V 4WD AUT. ;12|12;;ETA-6780;JSAGYB41SC6301414;;14;;;;;;;
;5;HYUNDAY;HB 20;COMFORT PLUS 1.0 12V FLEX;13|14;CINZA;FMX-3289;9BHBG51CAEP172044;;5;;;;;;;
;19;GM;AGILE;;12|13;;FHK-0826;;;20;;;;;;;
;14;RENAULT;SANDERO/PRIVILEGE;1.6 8V HI-FLEX;10|11;;EQA-6488;93YBSR8UHBJ535093;;15;;;;;;;
;10;FIAT;PALIO WEEK/ADV.LOCKER;1.8;09|10;VERDE;EKK-7138;BD17309TA4285638;;11;;;;;;;
;11;JAC MOTORS;J3 HATCH;1.4 16V;10|11;;EPG-3528;LJ12EKR19B4391139;;12;;;;;;;
;15;RENAULT;SANDERO/EXPRESSION;1.6 8V ;11|11;;EUP-2320;93YBSR7UHBJ752305;;16;;;;;;;
;16;FIAT;IDEA/ADV;1.8 16V;13|14;VERMELHA;FIB-6863;9BD13531CE2257852;;17;;;;;;;
;17;CHEVROLET;CORSA SEDAN/CLASSIC LIFE;1.0;07|08;;EBE-4180;8AGSA19908R161013;;18;;;;;;;
;18;FIAT;PUNTO;ATTRACTIVE;12|13;PRETO;EBD-0099;;;19;;;;;;;
;20;JAC;J3;1.4;12|12;PRETO;EUX-8482;;;21;;;;;;;
;21;GM;MONTANA 1.4 8V;CONQUEST;10|10;PRATA;HMR-6562;9BGXL80P0AC207756;;22;;;;;;;
;22;RENAULT;LOGAN;1. 8V HI-POWER;14|14;MARON;EUM-7224;;;23;;;;;;;
;23;FIAT;PALIO WEEKEND;1.3 ;20|08;PRATA;DGX-9818;;;25;;;;;;;
;33;CHEVROLET; ONIX HATCH ; LTZ 1.4 8V FLEX AUT. ;14|15;;FPE-5923;9BGKT48L0FG253298;;29;;;;;;;
;32;HONDA;FIT;1.4 LX MT FLEX;08|08;CINZA;EBN-4558;93HGE57408Z208751;;28;;;;;;;
;31;CITROEN;C4 PALLAS;GLX 2.0 16V AUT;07|08;PRETA;DWP-5808;8BCLDRFJ28G528154;;27;;;;;;;
;30;CITROEN;C4 PALLAS;GLX 2.0 16V AUT;07|08;PRETA;DWP-5808;8BCLDRFJ28G528154;;27;;;;;;;
;34;CHEVROLET;ONIX HATCH ; LT 1.0 8V FLEX ;13|13;;FKN-8622;;;30;;;;;;;
;35; CHEVROLET;CRUZE HATCH ;SPORT LT 1.8 16V FLEX AUT;14|14;;FYI-7411; 9BGPB68M0EB310359 ;;31;;;;;;;
;36; VOLKSWAGEN ;NOVO FOX ;;10|10;;EUI-6256;9BWAA05Z6B4127233;;32;;;;;;;
;37;VOLKSWAGEN;NOVO FOX ;1.6 8V TOTAL FLEX ;12|12;;EZF-4529;9BWAB05Z6C4130468;;33;;;;;;;
;38; HYUNDAI ;TUCSON; 2.0 16V 4X2 AUT. ;10|11;PRETA;EQZ-1566; 95PJN81BPBB002539;;34;;;;;;;
;39; HYUNDAI ; HB20 ; COMFORT PLUS 1.0 12V FLEX;15|16;;FWA-0532; 9BHBG51CAGP524167;;35;;;;;;;
;40; RENAULT;SANDERO; TECHRUN 1.0 16V FLEX ;13|14;;FJA-1514; 93YBSR7RHEJ874029 ;;36;;;;;;;
;41;CHEVROLET; CRUZE SEDAN ; LT 1.8 16V FLEX AUT. ;13|13;;FHK-6207;9BGPB69M0DB271332;;37;;;;;;;
;42;CITROEN; C3 HATCH;TENDANCE 1.5 8V FLEX ;12|13;;FGH-8076; 935SLYFYYDB535510 ;;38;;;;;;;
;43; PEUGEOT ; PEUGEOT ; XS 1.6 16V FLEX AUT;11|12;;EUU-7276;9362MN6AYCB039323 ;;39;;;;;;;
;44; VOLKSWAGEN ; FOX ; CITY 1.0 MI TOTAL FLEX ;09|09;;EEM-5113; 9BWAA05Z094113385 ;;40;;;;;;;
;45; VOLKSWAGEN; FOX ; PLUS 1.6 MI TOTAL FLEX ;07|07;;DYG-2660; 9BWKB05Z674126267;;41;;;;;;;
;46; PEUGEOT ; 408 SEDAN ; FELINE 2.0 16V FLEX AUT.;11|12;;ETE-3305;8AD4DRFJWCG054582;;42;;;;;;;
;47;CHEVROLET; CORSA ;HATCH MAXX 1.4 8V ECONOFLEX;11|12;;EZC-0140;9BGXH68X0CC187931;;43;;;;;;;
;48;HONDA; NOVO CIVIC SEDAN ; EXR&#8208;13|14;;FHL-5570;93HFB9670EZ110687;;AT 2.0 16V FLEX ;44;;;;;;
;49; FORD ; FOCUS HATCH ; GLX 1.6 16V FLEX ;13|13;;ETC-5074; 8AFUZZFHCDJ073676 ;;45;;;;;;;
;50; CHEVROLET ;CRUZE SEDAN ;LT 1.8 16V FLEX AUT;13|14;;FNL-5590;9BGPB69MOEB196366;;46;;;;;;;
;51;CHEVROLET ;SPIN ;69;13|14;;FJP-5465; 065.926.968&#8208;;LT 1.8 8V ECONOFLEX ;47;;;;;;
;52; FORD ; FIESTA HATCH ;1.6 MPI FLEX ;08|08;;DZJ-5344; 9BFZF16P388215858 ;;48;;;;;;;
;53; CHEVROLET ;NOVO CLASSIC SEDAN ;LS 1.0 VHCE FLEX ;10|11;PRATA;EWW-0948; 9BGSU19F0BB114127 ;;49;;;;;;;
;54;PEUGEOT; 307 HATCH ;PRESENCE 1.6 16V FLEX ;08|09;;EEL-9683; 8AD3CN6B49G055727 ;;50;;;;;;;
;55; RENAULT ;SANDERO ;EXPRESSION 1.0 16V HI&#8208;13|13;;FEY-2337;93YBSR7RHDJ557728;;FLEX;51;;;;;;
;56; CITROEN ;C3 PICASSO ; GL 1.5 8V FLEX ;12|13;PRATA;FGH-8663;935SDYFYYDB500619 ;;52;;;;;;;
;57; FIAT ; STRADA CD ;ADVENTURE DUAL 1.8 16V FLEX ;11|12;;EWS-5979;9BD27846PC7455750;;53;;;;;;;
;58; VOLKSWAGEN; NOVA SPACEFOX ; TREND 1.6 TOTAL FLEX;11|12;;ELQ-7838; 8AWPB05Z6CA502115 ;;54;;;;;;;
;59; CHEVROLET ; CAPTIVA ;SPORT FWD 2.4 16V 4X2 ECOTEC ;10|10;;EUF-0076;3GNALHEVXAS656903 ;;55;;;;;;;
;60;CHEVROLET;CORSA; HATCH 1.8 MPFI 8V (NOVA LINHA) ;02|03;;DIZ-4331;9BGXF68R03C132057 ;;56;;;;;;;
;61; CITROEN ;C4 HATCH ;COMPETITION 2.0 16V FLEX AUT. ;13|14;;FMP-9332;8BCLCRFJVEG504022 ;;57;;;;;;;
;62;PEUGEOT ;207 HATCH ;ACTIVE 1.4 8V FLEX ;13|14;PRATA;FAM-4268;9362MKFWXEB023494 ;;59;;;;;;;
;63;RENAULT ;SANDERO ;EXPRESSION 1.6 8V HI&#8208;10|11;;ERI-1126;93YBSR7UHBJ567028 ;;FLEX ;60;;;;;;
;64;TOYOTA ;COROLLA SEDAN ; SE&#8208;08|09;;EEH-8544;9BRBB48EX95026589 ;;G 1.8 16V FLEX AUT. ;61;;;;;;
;65;CITROEN ; C3 HATCH ;EXCLUSIVE 1.4 8V FLEX ;09|09;;EGG-9498;935FCKFVY9B525807 ;;62;;;;;;;
;66;TOYOTA ; COROLLA SEDAN ; XLI 1.8 16V FLEX AUT. ;08|08;PRATA;DYB-0449;9BR53ZEC488686548 ;;63;;;;;;;
;67;HONDA ;FIT ;LX&#8208;07|08;;FIT-1283;93HGE57408Z103755 ;;MT 1.4 FLEX ;64;;;;;;
;68;CHEVROLET ; SONIC HATCH ; LTZ 1.6 16V FLEX ;12|12;;FDI-1732;KL1JM6C03CB135352 ;;65;;;;;;;
;69;CHEVROLET ;MERIVA ;COLLECTION 1.4 8V ECONOFLEX;09|10;AZUL;EJH-7188;9BGXH75P0AC120991 ;;66;;;;;;;
;70;VOLKSWAGEN ;NOVO FOX ; 1.0 8V TOTAL FLEX ;11|12;;EJF-1620;9BWAA05ZXC4089510 ;;67;;;;;;;
;71;VOLKSWAGEN ;PARATI ; CLUB 1.8 MI ;97|98;VERDE;CLC-4790;9BWZZZ379VT208732 ;;68;;;;;;;
;72;CHEVROLET ;AGILE ; LTZ 1.4 8V ECONOFLEX;10|11;;EQN-5386;8AGCN48X0BR128176 ;;69;;;;;;;
;73;TOYOTA ; COROLLA SW ;FIELDER XEI 1.8 16V AUT;06|06;;DRM-9711;9BR72ZEC268630238 ;;70;;;;;;;
;74;VOLKSWAGEN ;NOVO FOX;1.6 8V TOTAL FLEX ;14|14;;FRK-7770;9BWAB45Z6E4134644 ;;71;;;;;;;
;75;FIAT ; PUNTO HATCH ;ATTRACTIVE 1.4 8V FLEX ;15|16;;FZG-5482;9BD11818MG1331429 ;;72;;;;;;;
;76;LAND ROVER;FREELANDER ;II SE 3.2 I6 4X4 AUT;07|07;;DYG-3366;SALFA24AX7H011680;;73;;;;;;;
;77;MITSUBISHI ;OUTLANDER ; 2.0 16V AUT. ;12|12;;FAR-6561;JMYXTCW4WCU003912 ;;74;;;;;;;
;78;CHEVROLET ;ONIX HATCH ;LT 1.4 8V FLEX ;13|13;;FHK-1536;9BGKS48L0DG221130 ;;75;;;;;;;
;79;NISSAN ;LIVINA ;SL 1.6 16V FLEX;09|10;;EJJ-4824;94DTAFL10AJ350611 ;;76;;;;;;;
;80;CHEVROLET ; PICK&#8208;9BG138XP0BC465137 ;UP S10 CAB DUP ;11|11;EZG-3611;;; RODEIO 2.4 FLEXPOWER ;77;;;;;;
;81;VOLKSWAGEN ;NOVO VOYAGE;HIGHLINE 1.6 8V FLEX GVI;14|14;;FTM-4555;9BWDB45U3ET204995 ;;78;;;;;;;
;82;CHEVROLET ;CRUZE SEDAN; LT 1.8 16V FLEX AUT;13|14;;FNL-5590;9BGPB69MOEB196366 ;;79;;;;;;;
;83;VOLKSWAGEN ;SPACECROSS ;1.6 8V TOTAL FLEX ;13|14;;FJM-5548;8AWPB45Z0EA500807 ;;80;;;;;;;
;84;PEUGEOT ;307 SEDAN ;PRESENCE 1.6 16V FLEX ;07|08;;DWS-2921;8AD3DN6B48G008516 ;;81;;;;;;;
;85;CHEVROLET ;MERIVA ; EXPRESSION 1.8 FLEX EASYTRONIC ;10|11;;EFW-4168;9BGXD75N0BC143543 ;;82;;;;;;;
;86;VOLKSWAGEN ;GOL ;1000 I ;96|97;;CIB-1746;9BWZZZ377TP593243 ;;83;;;;;;;
;87;VOLKSWAGEN ;NOVO FOX;1.0 8V TOTAL FLEX;11|12;CINZA ;FVM-5503;9BWAA05Z8C4086797 ;;84;;;;;;;
;88;FIAT ;IDEA ; ELX 1.4 8V FLEX;07|07;;DWL-6025;9BD13561372056542 ;;85;;;;;;;
;89;CITROEN ; C3 HATCH;GLX 1.4 8V FLEX ;08|08;;EAE-3916;935FCKFV88B545258 ;;86;;;;;;;
;90;TOYOTA ;COROLLA SW ;FIELDER 1.8 16V AUT;06|06;PRETO;DSS-1512;9BR72ZEC268631158 ;;87;;;;;;;
;91;RENAULT ;DUSTER ; DYNAMIQUE 2.0 16V 4X2 FLEX ;11|12;;EUW-2005;93YHSR2L6CJ926055 ;;88;;;;;;;
;92;HONDA ;FIT ;DX&#8208;11|11;;EUN-9355;93HGE6730BZ115356 ;;MT 1.4 FLEX;89;;;;;;
;93;HYUNDAI ;HB20 ;COMFORT STYLE 1.0 12V FLEX ;15|15;;FXJ-7389;9BHBG51CAFP425846 ;;90;;;;;;;
;94;RENAULT ;SANDERO ;STEPWAY 1.6 16V HI&#8208;11|12;;EQH-0272;93YBSR8VKCJ914327 ;;FLEX ;91;;;;;;
;95;PEUGEOT ;208 HATCH ;ALLURE 1.5 8V FLEX ;13|14;;FMA-9633;936CLYFYYEB036576 ;;92;;;;;;;
;96;CHEVROLET ;AGILE ;LTZ 1.4 8V ECONOFLEX ;11|12;PRATA;FAH-5515;8AGCN48X0CR114636 ;;94;;;;;;;
;97;RENAULT ;KANGOO EXPRESS ;1.6 16V HI&#8208;10|11;;EUN-6701;8A1FC1405BL679069 ;;FLEX ;95;;;;;;
;98;FIAT ;PUNTO HATCH ;ESSENCE 1.6 16V FLEX ;11|11;PRATA ;KYI-5388;9BD11812EB1153734 ;;96;;;;;;;
;99;FORD ;NOVO KA ;1.0 SEL TICVT FLEX ;15|15;PRATA;PVP-2215;9BFZH55L9F8205221 ;;97;;;;;;;
;100;PEUGEOT ;207 SW ; ESCAPADE 1.6 16V FLEX ;10|11;;EMX-6547;9362PN6AXBB006477 ;;98;;;;;;;
;101;NISSAN ; VERSA SEDAN ; SL 1.6 16V FLEX ;12|13;;EQQ-5907;3N1CN7AD4DL805259 ;;99;;;;;;;
;102;CHEVROLET ; NOVO PRISMA SEDAN ; LTZ 1.4 8V FLEXPOWER;14|15;;FTT-9433;9BGKT69L0FG136937 ;;100;;;;;;;
;103;CHEVROLET ;CORSA SEDAN;PREMIUM 1.4 8V ECONOFLEX ;09|10;;EML-2353;9BGXM19P0AC179713 ;;101;;;;;;;
;104;PEUGEOT ;307 HATCH; FELINE 2.0 16V AUT;05|06;;DMY-8105;8AD3CRFN26G011500 ;;102;;;;;;;
;105;HONDA ;FIT ; LXL&#8208;04|04;;DKX-0181;93HGD18604Z120423 ;;AT 1.4 8V ;103;;;;;;
;106;FIAT ; NOVO UNO ; WAY DUALOGIC 1.4 8V EVO FLEX ;15|15;;FUR-6344;9BD195A6MF0682954 ;;104;;;;;;;
;107;VOLKSWAGEN ;UP! ; MOVE 1.0 12V FLEX ;15|16;;FQS-8962;9BWAG4125GT504999 ;;105;;;;;;;
;108;CHEVROLET ;MERIVA ; SS 1.8 8V FLEX EASYTRONIC ;09|10;;EBV-7423;9BGXN75N0AC133364 ;;106;;;;;;;
;109;CHEVROLET ;NOVO CLASSIC SEDAN; LS 1.0 VHCE FLEX ;10|11;;EMW-0267;9BGSU19F0BB127450 ;;107;;;;;;;
;110;CHEVROLET ;MERIVA ;PREMIUM 1.8 8V FLEX EASYTRONIC ;10|11;;EQX-6168;9BGXM75N0BC149959 ;;108;;;;;;;
;111;CHEVROLET ;ONIX HATCH; LT 1.4 8V FLEX ;15|15;;FTO-1596;9BGKS48R0FG353547 ;;109;;;;;;;
;112;HONDA ;CIVIC SEDAN ; LX&#8208;01|01;PRETO;DED-2621;93HES16501Z012259 ;;AT 1.7 16V (NACIONAL) ;110;;;;;;
;113;FORD ;NOVO ECOSPORT ;FREESTYLE 1.6 16V FLEX ;11|13;;FGB-0234;9BFZB55PXD8801729 ;;111;;;;;;;
;114;TOYOTA ;COROLLA SEDAN ;XLI 1.8 16V FLEX AUT;08|08;;DYB-0449;9BR53ZEC488686548 ;;112;;;;;;;
;115;RENAULT ;DUSTER ;DAKAR 1.6 16V 4X2 FLEX ;16|16;;GDJ-7080;93YHSRAF5GJ398724 ;;113;;;;;;;
;116;RENAULT ;SANDERO ; STEPWAY 1.6 16V HI&#8208;10|11;;EUI-8065;93YBSR8VKBJ702680 ;;FLEX;114;;;;;;
;117;FIAT ; STRADA CD ; ADVENTURE DUAL 1.8 16V FLEX ;11|12;;EWS-5979;9BD27846PC7455750 ;;115;;;;;;;
;118;VOLKSWAGEN ;GOL; POWER 1.0 MI 16V &#8208;02|02;;JGC-3745;9BWCA05X02P066239 ;; GIII ;116;;;;;;
;119;CITROEN ; C3 HATCH ;GLX 1.4 8V FLEX ;21|12;;FDI-6605;935FCKFVYCB589719 ;;117;;;;;;;
;120;LAND ROVER ;FREELANDER; II SE 3.2 I6 4X4 AUT.;07|07;;DYG-3366;SALFA24AX7H011680 ;;118;;;;;;;
;121;CHEVROLET ;NOVO CLASSIC SEDAN ; LS 1.0 VHCE FLEX ;12|13;;FGH-9074;9BGSU19F0DB149741 ;;119;;;;;;;
;122;FORD ; NOVO FIESTA HATCH ; SE 1.6 16V FLEX ;12|12;;NTY-9383;3FAKP4EK3CM191068 ;;120;;;;;;;
;123;VOLKSWAGEN ;FOX ;CITY 1.0 MI TOTAL FLEX ;09|09;;EEF-7474;9BWAA05Z894113747 ;;121;;;;;;;
;124;FORD ;ECOSPORT ; XLT 1.6 8V FLEX ;08|08;;ECO-0894;9BFZE16P388934076 ;;122;;;;;;;
;125;FORD ;ECOSPORT ;XLT 1.6 8V FLEX ;08|08;;ECO-0894;9BFZE16P388934076 ;;122;;;;;;;
;126;CHEVROLET ; ONIX HATCH ;LT 1.0 8V FLEX ;13|14;;FLZ-2996;9BGKS48B0EG193057 ;;123;;;;;;;
;127;RENAULT ;DUSTER ; DYNAMIQUE 2.0 16V 4X2 FLEX AUT ;13|14;;FLG-6024;93YHSR2LAEJ758126 ;;124;;;;;;;
;128;VOLKSWAGEN ; NOVO JETTA;COMFORTLINE 2.0 TOTAL FLEX TIP ;12|12;;FFE-3268;3VWDJ2161CM143258 ;;125;;;;;;;
;129;CITROEN ; C3 HATCH;EXCLUSIVE 1.4 8V FLEX ;08|09;;EEW-2306;935FCKFV89B514892 ;;126;;;;;;;
;130;FIAT;DOBLO;ADVENTURE XINGU LOCK.1.8 FLEX;13|13;;OPC-9980;9BD119409D1103391;;127;;;;;;;
;131;VOLKSWAGEN;POLO SEDAN;POLO 1.6 FLEX;05|05;PRETA;DRB-0247;9BWJB49N75P032971;;128;;;;;;;
;132;VOLKSWAGEN;CROSSFOX;1.6 MI TOTAL FLEX;06|07;PRATA;DYC-3224;9BWKB05Z874077752;;129;;;;;;;
;133;HONDA;CIVIC SEDAN;LXL&#8208;11|11;;EQO-1706;93HFA6660BZ110618;;AT 1.8 16V FLEX;130;;;;;;
;134;TOYOTA;COROLLA SEDAN;XEI 2.0 16V FLEX AUT.;12|13;PRATA;FGH-3232;9BRBD48E6D2584606;;131;;;;;;;
;135;RENAULT;SANDERO;GT LINE 1.6 8V HI&#8208;12|13;BRANCA;FGM-6083;93YBSR46HDJ518697;;FLEX;132;;;;;;
;136;CHEVROLET;PICK&#8208;9BG138XP0BC465137;UP S10 CAB DUP;11|11;EZG-3611;;;RODEIO 2.4 FLEXPOWER;133;;;;;;
;137;HONDA;CITY SEDAN;LX&#8208;12|13;;ITG-6093;93HGM2620DZ105839;;AT 1.5 16V FLEX;134;;;;;;
;138;VOLKSWAGEN;NOVO VOYAGE;1.0 8V TOTAL FLEX GV;10|11;PRETA;EZO-0708;9BWDA05U1BT017102;;135;;;;;;;
;139;CHEVROLET;SPIN;ADVANTAGE 1.8 8V ECONOFLEX;14|15;;FQA-0584;9BGJR75Z0FB119810;;136;;;;;;;
;140;CHEVROLET;CORSA SEDAN;CLASSIC VHCE 1.0 8V FLEXPOWER;09|10;;EKK-3551;9BGSA1910AB104908;;137;;;;;;;
;141;FORD;NOVO FIESTA HATCH;1.5 16V FLEX;13|14;;FLQ-9585;9BFZD55J7EB686565;;138;;;;;;;
;142;PEUGEOT;206 SW;FELINE AUTOMATIC 1.6 16V FLEX;07|08;;EBA-7191;9362EN6A38B036363;;139;;;;;;;
;143;CHEVROLET;BLAZER S10;ADVANTAGE 2.4 FLEXPOWER 4X2;12|12;;KWC-1973;98989809000989898;;140;;;;;;;
;144;FORD;ECOSPORT;XLT 2.0 16V AUT.;08|08;;EBX-4945;9BFZE16F488959852;;141;;;;;;;
;145;PEUGEOT;308 HATCH;ALLURE 2.0 16V FLEX AUT.;12|13;;BER-3738;8AD4CRFJWDG012755;;142;;;;;;;
;146;RENAULT;KANGOO EXPRESS;1.6 16V HI&#8208;10|11;;EUN-6701;8A1FC1405BL679069;;FLEX;143;;;;;;
;147;RENAULT;LOGAN SEDAN;EXPRESSION 1.6 8V HI&#8208;09|09;PRATA;EMH-1196;93YLSR7UHBJ534139;;TORQUE;144;;;;;;
;148;CHEVROLET;CORSA SEDAN;PREMIUM 1.4 8V ECONOFLEX;09|10;;EMJ-8774;BGXM19P0AB200695;;145;;;;;;;
;149;CHEVROLET;NOVO PRISMA SEDAN;LT 1.4 8V FLEXPOWER;15|16;;FHU-5719;9BGKS69R0GG108009;;146;;;;;;;
;150;FIAT;IDEA;ELX 1.4 8V FLEX;07|07;;DWL-6025;9BD13561372056542;;147;;;;;;;
;151;VOLKSWAGEN;UP!;MOVE 1.0 12V FLEX;14|15;;AYE-8483;9BWAG4123FT516406;;148;;;;;;;
;152;HONDA;NOVO CIVIC SEDAN;LXS&#8208;13|14;;DIA-5019;93HFB2630EZ134691;;AT 1.8 16V FLEX;149;;;;;;
;153;HYUNDAI;NOVO SONATA;2.4 16V AUT.;10|11;;EUI-3693;KMHEC41CBBA200495;;150;;;;;;;
;154;FORD;NOVO KA;1.0 8V FLEX;12|13;PRETA;FDR-2436;9BFZK53A4DB408794;;151;;;;;;;
;155;CHEVROLET;MERIVA;JOY 1.4 8V ECONOFLEX;09|10;;EJT-1703;9BGXL75P0AC120023;;152;;;;;;;
;156;FIAT;PALIO;ELX 1.4 8V FLEX (N.LINHA);07|08;;DWM-8225;9BD17140A82977096;;153;;;;;;;
;157;SUZUKI;GRAND VITARA;MODELO: 2.0 16V 4X2 AUT.;11|12;;EMO-4334;JSAJTE54VC4100776;;154;;;;;;;
;158;CHEVROLET;CORSA;HATCH JOY 1.0 8V FLEXPOWER;05|06;;DRN-0487;9BGXL68606C131693;;155;;;;;;;
;159;HONDA;FIT;LXL&#8208;09|10;PRETA;ELM-4923;93HGE6850AZ102025;;AT 1.4 FLEX;156;;;;;;
;160;FIAT;PALIO WEEK;ATTRACTIVE 1.4 8V FLEX;08|08;PRETA;EBI-4249;9BD17301A84226039;;157;;;;;;;
;161;CHEVROLET;CRUZE SEDAN;LTZ 1.8 16V FLEX AUT;11|12;;EFC-7070;9BGPN69M0CB154074;;158;;;;;;;
;162;FORD;FIESTA HATCH;CLASS 1.6 MPI (NOVA LINHA);03|04;;DMM-9650;9BFZF16NX48156722;;159;;;;;;;
;163;FIAT;NOVO PALIO;ATTRACTIVE 1.4 EVO FLEX;13|14;;FHK-2361;9BD196272E2186182;;160;;;;;;;
;164;VOLKSWAGEN;UP!;MOVE 1.0 12V FLEX;14|15;;FWB-1435;9BWAG4128FT553547;;161;;;;;;;
;165;CHEVROLET;CORSA SEDAN;CLASSIC LIFE 1.0 FLEXPOWER;06|07;;DVR-3728;9BGSA19907B159644;;162;;;;;;;
;166;RENAULT;DUSTER;TECH ROAD 1.6 16V 4X2 FLEX;13|14;BRANCO;FLT-1156;93YHSR6P5EJ879141;;163;;;;;;;
;167;VOLKSWAGEN;FOX;PLUS 1.0 MI TOTAL FLEX;05|05;;DER-1262;9BWKA05Z85P006601;;164;;;;;;;
;168;VOLKSWAGEN;FOX;PLUS 1.0 MI TOTAL FLEX;05|05;PRETA;DER-1262;9BWKA05Z85P006601;;164;;;;;;;
;169;CHEVROLET;CHEVROLET;LS 1.0 VHCE FLEX;14|15;;FWQ-2452;8AGSU19F0FR110503;;165;;;;;;;
;170;CHEVROLET;ONIX;1.0 LT;16|16;PRATA;PYC-4067;9BGKS48G0GG298296;;166;;;;;;;
;171;CHEVROLET;AGILE;LT 1.4 8V ECONOFLEX;09|10;;EMP-1732;8AGCB48P0AR154311;;167;;;;;;;
;172;CHERY;TIGGO;2.0 16V 4X2 AUT.;14|15;;GGM-9468;9UJDB24BXFU002229;;168;;;;;;;
;173;FORD;FIESTA HATCH;1.6 MPI FLEX;12|13;;EXX-0762;9BFZF55P5D8419046;;169;;;;;;;
;174;CITROEN;XSARA PICASSO;EXCLUSIVE 2.0 16V 138 CV AUT;06|06;;DRE-8109;935CHRFN26B521982;;170;;;;;;;
;175;GM;CRUZE;2.0 16V;12|13;PRETO;FAP-8410;;;172;;;;;;;
;176;TOYOTA;ETIOS SEDAN;XS 1.5 16V FLEX;14|15;;FCK-4005;9BRB29BT9F2063960;;171;;;;;;;
;177;CITROEN;C3;ORIGINI 1.5;15|16;CINZA;FVG-7764;935SLYFY1GB508005;;173;;;;;;;
;178;GM;ZAFIRA;2.0 8V;09|09;PRATA;EHX-5727;;;174;;;;;;;
;179;GM;CORSA CLASSIC;1.0;11|12;PRETA;FUT-3811;;;175;;;;;;;
;180;VOLKSWAGEM;GOL;TREND LINE 1.6 FLEX;14|15;PRETO;PVJ-3122;9BWAB45UXFT085153;;176;;;;;;;
;181;CHEVROLET;NOVO PRISMA SEDAN;LTZ 1.4 8V FLEXPOWER AUT;13|14;;FJA-9460;9BGKT69L0EG147013;;177;;;;;;;
;182;CHEVROLET;ONIX HATCH;LT 1.0 8V FLEX;13|14;;FLR-6229;9BGKS48B0EG234100;;178;;;;;;;
;183;VOLKSWAGEN;UP!;TAKE 1.0 12V FLEX;14|15;;FTE-3790;9BWAG4127FT515002;;179;;;;;;;
;184;CHEVROLET;BLAZER S10;DLX 2.2 EFI 4X2;01|01;;GZJ-5858;GHHTRYHTHRTHTHHET;;180;;;;;;;
;185;FIAT;UNO;WAY 1.4 DUALOGIC;15|15;CINZA;FUR-6344;9BD195A6MF0682954;;181;;;;;;;
;186;CHEVROLET;MONTANA PICK&#8208;9BGXF80004C212878;UP;04|04;DKR-3926;;;1.8 FLEXPOWER;182;;;;;;
;187;MITSUBISHI;PAJERO TR4;2.0 4X4 FLEX AUT;12|12;;FAO-0331;93XFRH77WCCC70176;;183;;;;;;;
;188;RENAULT;SANDERO;EXPRESSION 1.6 8V HI&#8208;11|12;;EZF-7551;93YBSR7UHCJ104443;;FLEX;184;;;;;;
;189;RENAULT;SANDERO;1.0 16V HI&#8208;13|14;;FJT-5937;93YBSR7RHEJ858978;;FLEX;185;;;;;;
;190;CITROEN;NOVO C3 HATCH;EXCLUSIVE 1.5 8V FLEX;14|15;;FLT-5124;935SLYFY1FB532421;;186;;;;;;;
;191;FIAT;500;CULT 1.4 EVO FIRE FLEX;11|12;;EER-2626;3C3AFFAR2CT121448;;187;;;;;;;
;192;VOLKSWAGEN;SPACEFOX;COMFORTLINE 1.6 TOTAL FLEX;08|08;;DWE-9327;G6DIGTRT7UG78R78T;;188;;;;;;;
;193;HYUNDAI;HB20;COMFORT PLUS 1.0 12V FLEX;15|15;;FPC-4051;9BHBG51CAFP485665;;189;;;;;;;
;194;CHEVROLET;CELTA;LT 1.0 8V FLEX;13|14;PRATA;OQW-4793;9BGRP48F0EG172439;;190;;;;;;;
;195;TOYOTA;COROLLA SEDAN;XLI 1.8 16V FLEX AUT;08|08;PRATA;DYB-0449;9BR53ZEC488686548;;191;;;;;;;
;196;RENAULT;FLUENCE ;DINAMIQUE 2.0 HI-FLEX AUT;13|14;BRANCO;OWL-3034;8A1LZBW2TEL919292;;192;;;;;;;
;197;RENAULT;MEGANE SEDAN;DYNAMIQUE 2.0 16V AUT;08|08;;EEX-7168;93YLM2N3A8J037507;;193;;;;;;;
;198;VOLKSWAGEN;VOYAGE;TREND LINE 1.0 FLEX;14|15;PRATA;PVN-2006;9BWDA45UOFT0999983;;176;;;;;;;
;199;FORD;NOVO ECOSPORT;FREESTYLE 1.6 16V FLEX;14|14;PRETA;FTW-0226;9BFZB55P4E8937579;;194;;;;;;;
;200;FORD;FIESTA SEDAN;1.0 8V FLEX;11|12;PRATA;EQN-0120;9BFZF54A6C8200754;;195;;;;;;;
;201;FIAT;IDEA;ESSENCE 1.6;14|15;PRETO;PUQ-1195;9BD13571AF2272136;;176;;;;;;;
;202;RENAULT;SANDERO;1.6 8V;13|13;CINZA;fev/55;;;197;;;;;;;
;203;CHEVROLET;NOVA MONTANA PICK&#8208;9BGCA80X0DB352046;UP ;13|13;FLM-9517;PRETA;;LS 1.4 ECONOFLEX;196;;;;;;
